report_number,date_reported,date_of_occurrence,time_of_occurrence,city,crime_code,crime_description,victim_age,victim_gender,weapon_used,crime_domain,police_deployed,case_closed,date_case_closed,year,month,month_name,day,day_of_week,occurrence_hour,time_period,reporting_delay_days,age_group,case_resolution_days
36310,2024-02-22 12:00:00,2024-02-21 21:00:00,22-02-2024 16:22,Surat,177,ARSON,59,F,Poison,Fire Accident,11,No,,2024,2,February,21,Wednesday,16,Afternoon,0.625,Senior,
36311,2024-02-22 13:00:00,2024-02-21 22:00:00,22-02-2024 12:14,Delhi,458,DOMESTIC VIOLENCE,46,F,Poison,Violent Crime,17,Yes,2024-05-17 13:00:00,2024,2,February,21,Wednesday,12,Afternoon,0.625,Adult,85.625
36312,2024-02-22 14:00:00,2024-02-21 23:00:00,22-02-2024 01:07,Agra,352,PUBLIC INTOXICATION,54,F,Other,Other Crime,19,Yes,2024-03-17 14:00:00,2024,2,February,21,Wednesday,1,Night,0.625,Senior,24.625
36313,2024-02-24 01:00:00,2024-02-22 00:00:00,22-02-2024 13:44,Delhi,297,COUNTERFEITING,27,F,Blunt Object,Other Crime,16,Yes,2024-03-06 01:00:00,2024,2,February,22,Thursday,13,Afternoon,2.0416666666666665,Young Adult,13.041666666666666
36314,2024-02-23 14:00:00,2024-02-22 01:00:00,22-02-2024 08:17,Jaipur,391,PUBLIC INTOXICATION,40,F,Blunt Object,Other Crime,8,No,,2024,2,February,22,Thursday,8,Morning,1.5416666666666667,Adult,
36315,2024-02-22 10:00:00,2024-02-22 02:00:00,22-02-2024 20:02,Kanpur,383,ILLEGAL POSSESSION,72,F,Firearm,Other Crime,8,No,,2024,2,February,22,Thursday,20,Evening,0.3333333333333333,Senior,
36316,2024-02-24 05:00:00,2024-02-22 03:00:00,22-02-2024 03:18,Bangalore,291,SHOPLIFTING,41,F,Other,Other Crime,16,Yes,2024-03-06 05:00:00,2024,2,February,22,Thursday,3,Night,2.0833333333333335,Adult,13.083333333333334
36317,2024-02-22 20:00:00,2024-02-22 04:00:00,22-02-2024 23:30,Nagpur,269,VEHICLE - STOLEN,79,F,Unknown,Violent Crime,13,Yes,2024-03-27 20:00:00,2024,2,February,22,Thursday,23,Night,0.6666666666666666,Senior,34.666666666666664
36318,2024-02-24 13:00:00,2024-02-22 05:00:00,22-02-2024 08:29,Surat,139,SHOPLIFTING,12,F,Unknown,Other Crime,10,Yes,2024-05-08 13:00:00,2024,2,February,22,Thursday,8,Morning,2.3333333333333335,Minor,76.33333333333333
36319,2024-02-23 19:00:00,2024-02-22 06:00:00,22-02-2024 19:13,Bhopal,175,VEHICLE - STOLEN,36,F,Firearm,Violent Crime,13,Yes,2024-03-07 19:00:00,2024,2,February,22,Thursday,19,Evening,1.5416666666666667,Adult,14.541666666666666
36320,2024-02-23 03:00:00,2024-02-22 07:00:00,22-02-2024 16:38,Bangalore,339,HOMICIDE,31,F,Firearm,Other Crime,12,Yes,2025-10-09 03:00:00,2024,2,February,22,Thursday,16,Afternoon,0.8333333333333334,Adult,594.8333333333334
36321,2024-02-24 06:00:00,2024-02-22 08:00:00,22-02-2024 11:41,Kolkata,477,TRAFFIC VIOLATION,69,M,Firearm,Traffic Fatality,8,No,,2024,2,February,22,Thursday,11,Morning,1.9166666666666667,Senior,
36322,2024-02-24 18:00:00,2024-02-22 09:00:00,22-02-2024 21:07,Patna,259,VEHICLE - STOLEN,11,F,Other,Violent Crime,14,Yes,2024-04-02 18:00:00,2024,2,February,22,Thursday,21,Night,2.375,Minor,40.375
36323,2024-02-24 06:00:00,2024-02-22 10:00:00,22-02-2024 12:12,Ghaziabad,460,KIDNAPPING,60,F,Explosives,Other Crime,10,No,,2024,2,February,22,Thursday,12,Afternoon,1.8333333333333333,Senior,
36324,2024-02-22 22:00:00,2024-02-22 11:00:00,23-02-2024 10:21,Hyderabad,229,FRAUD,28,F,Other,Other Crime,19,Yes,2024-04-13 22:00:00,2024,2,February,22,Thursday,10,Morning,0.4583333333333333,Young Adult,51.458333333333336
36325,2024-02-23 14:00:00,2024-02-22 12:00:00,22-02-2024 12:15,Mumbai,293,ASSAULT,19,F,Explosives,Violent Crime,16,Yes,2024-03-24 14:00:00,2024,2,February,22,Thursday,12,Afternoon,1.0833333333333333,Young Adult,31.083333333333332
36326,2024-02-24 05:00:00,2024-02-22 13:00:00,22-02-2024 19:50,Bangalore,108,EXTORTION,40,F,Knife,Other Crime,7,Yes,2024-03-28 05:00:00,2024,2,February,22,Thursday,19,Evening,1.6666666666666667,Adult,34.666666666666664
36327,2024-02-25 04:00:00,2024-02-22 14:00:00,23-02-2024 06:29,Chennai,323,KIDNAPPING,75,M,Knife,Other Crime,8,Yes,2024-04-09 04:00:00,2024,2,February,22,Thursday,6,Morning,2.5833333333333335,Senior,46.583333333333336
36328,2024-02-24 01:00:00,2024-02-22 15:00:00,22-02-2024 19:54,Mumbai,378,COUNTERFEITING,40,M,Poison,Other Crime,15,Yes,2024-04-01 01:00:00,2024,2,February,22,Thursday,19,Evening,1.4166666666666667,Adult,38.416666666666664
36329,2024-02-23 14:00:00,2024-02-22 16:00:00,23-02-2024 08:47,Pune,444,COUNTERFEITING,33,F,Poison,Other Crime,9,No,,2024,2,February,22,Thursday,8,Morning,0.9166666666666666,Adult,
36330,2024-02-23 05:00:00,2024-02-22 17:00:00,23-02-2024 15:32,Kolkata,339,PUBLIC INTOXICATION,46,F,Knife,Other Crime,7,Yes,2024-03-19 05:00:00,2024,2,February,22,Thursday,15,Afternoon,0.5,Adult,25.5
36331,2024-02-23 15:00:00,2024-02-22 18:00:00,23-02-2024 11:42,Ghaziabad,343,ARSON,41,F,Unknown,Fire Accident,8,Yes,2024-04-28 15:00:00,2024,2,February,22,Thursday,11,Morning,0.875,Adult,65.875
36332,2024-02-24 08:00:00,2024-02-22 19:00:00,23-02-2024 08:32,Ahmedabad,590,DRUG OFFENSE,16,M,Unknown,Other Crime,6,Yes,2024-03-18 08:00:00,2024,2,February,22,Thursday,8,Morning,1.5416666666666667,Minor,24.541666666666668
36333,2024-02-24 03:00:00,2024-02-22 20:00:00,23-02-2024 08:06,Kolkata,155,VANDALISM,17,F,Firearm,Other Crime,6,Yes,2024-04-13 03:00:00,2024,2,February,22,Thursday,8,Morning,1.2916666666666667,Minor,50.291666666666664
36334,2024-02-25 13:00:00,2024-02-22 21:00:00,23-02-2024 04:54,Lucknow,561,EXTORTION,68,F,Blunt Object,Other Crime,17,Yes,2024-03-07 13:00:00,2024,2,February,22,Thursday,4,Night,2.6666666666666665,Senior,13.666666666666666
36335,2024-02-24 00:00:00,2024-02-22 22:00:00,23-02-2024 18:06,Mumbai,334,TRAFFIC VIOLATION,47,F,Knife,Traffic Fatality,18,No,,2024,2,February,22,Thursday,18,Evening,1.0833333333333333,Adult,
36336,2024-02-24 05:00:00,2024-02-22 23:00:00,23-02-2024 08:54,Hyderabad,336,BURGLARY,10,F,Other,Other Crime,8,No,,2024,2,February,22,Thursday,8,Morning,1.25,Minor,
36337,2024-02-25 08:00:00,2024-02-23 00:00:00,23-02-2024 01:32,Ghaziabad,455,ROBBERY,54,M,Knife,Violent Crime,15,No,,2024,2,February,23,Friday,1,Night,2.3333333333333335,Senior,
36338,2024-02-23 09:00:00,2024-02-23 01:00:00,23-02-2024 20:51,Hyderabad,211,EXTORTION,69,F,Blunt Object,Other Crime,15,Yes,2024-03-20 09:00:00,2024,2,February,23,Friday,20,Evening,0.3333333333333333,Senior,26.333333333333332
36339,2024-02-25 07:00:00,2024-02-23 02:00:00,23-02-2024 17:30,Nagpur,558,ARSON,37,F,Poison,Fire Accident,1,Yes,2024-04-23 07:00:00,2024,2,February,23,Friday,17,Evening,2.2083333333333335,Adult,60.208333333333336
36340,2024-02-23 17:00:00,2024-02-23 03:00:00,23-02-2024 06:02,Pune,248,EXTORTION,69,M,Unknown,Other Crime,3,No,,2024,2,February,23,Friday,6,Morning,0.5833333333333334,Senior,
36341,2024-02-23 19:00:00,2024-02-23 04:00:00,23-02-2024 05:54,Chennai,560,FIREARM OFFENSE,70,M,Firearm,Fire Accident,7,Yes,2024-05-15 19:00:00,2024,2,February,23,Friday,5,Night,0.625,Senior,82.625
36342,2024-02-24 07:00:00,2024-02-23 05:00:00,24-02-2024 01:43,Delhi,135,IDENTITY THEFT,11,F,Blunt Object,Violent Crime,9,Yes,2024-05-07 07:00:00,2024,2,February,23,Friday,1,Night,1.0833333333333333,Minor,74.08333333333333
36343,2024-02-24 18:00:00,2024-02-23 06:00:00,24-02-2024 03:16,Chennai,289,DOMESTIC VIOLENCE,28,F,Other,Violent Crime,9,Yes,2024-04-28 18:00:00,2024,2,February,23,Friday,3,Night,1.5,Young Adult,65.5
36344,2024-02-23 11:00:00,2024-02-23 07:00:00,23-02-2024 11:42,Mumbai,390,IDENTITY THEFT,20,F,Firearm,Violent Crime,15,No,,2024,2,February,23,Friday,11,Morning,0.16666666666666666,Young Adult,
36345,2024-02-23 15:00:00,2024-02-23 08:00:00,23-02-2024 09:49,Bangalore,110,VANDALISM,13,F,Poison,Other Crime,2,Yes,2024-04-17 15:00:00,2024,2,February,23,Friday,9,Morning,0.2916666666666667,Minor,54.291666666666664
36346,2024-02-25 22:00:00,2024-02-23 09:00:00,24-02-2024 00:50,Kolkata,268,CYBERCRIME,25,F,Knife,Other Crime,5,Yes,2024-03-31 22:00:00,2024,2,February,23,Friday,0,Night,2.5416666666666665,Young Adult,37.541666666666664
36347,2024-02-25 16:00:00,2024-02-23 10:00:00,23-02-2024 21:23,Lucknow,158,ROBBERY,36,F,Firearm,Violent Crime,19,Yes,2024-07-23 16:00:00,2024,2,February,23,Friday,21,Night,2.25,Adult,151.25
36348,2024-02-24 23:00:00,2024-02-23 11:00:00,23-02-2024 13:04,Pune,267,FRAUD,73,F,Poison,Other Crime,7,No,,2024,2,February,23,Friday,13,Afternoon,1.5,Senior,
36349,2024-02-25 12:00:00,2024-02-23 12:00:00,23-02-2024 19:01,Ghaziabad,169,DRUG OFFENSE,14,M,Poison,Other Crime,5,No,,2024,2,February,23,Friday,19,Evening,2.0,Minor,
36350,2024-02-24 05:00:00,2024-02-23 13:00:00,23-02-2024 19:00,Mumbai,412,TRAFFIC VIOLATION,72,F,Knife,Traffic Fatality,16,No,,2024,2,February,23,Friday,19,Evening,0.6666666666666666,Senior,
36351,2024-02-24 05:00:00,2024-02-23 14:00:00,23-02-2024 23:39,Hyderabad,186,VEHICLE - STOLEN,58,M,Other,Violent Crime,7,No,,2024,2,February,23,Friday,23,Night,0.625,Senior,
36352,2024-02-25 04:00:00,2024-02-23 15:00:00,23-02-2024 23:47,Indore,401,KIDNAPPING,11,F,Knife,Other Crime,4,No,,2024,2,February,23,Friday,23,Night,1.5416666666666667,Minor,
36353,2024-02-23 23:00:00,2024-02-23 16:00:00,23-02-2024 16:12,Mumbai,362,FRAUD,31,M,Firearm,Other Crime,7,No,,2024,2,February,23,Friday,16,Afternoon,0.2916666666666667,Adult,
36354,2024-02-23 21:00:00,2024-02-23 17:00:00,24-02-2024 06:15,Delhi,487,VANDALISM,17,F,Explosives,Other Crime,6,No,,2024,2,February,23,Friday,6,Morning,0.16666666666666666,Minor,
36355,2024-02-25 04:00:00,2024-02-23 18:00:00,23-02-2024 22:55,Delhi,374,DRUG OFFENSE,18,M,Firearm,Other Crime,13,Yes,2024-04-16 04:00:00,2024,2,February,23,Friday,22,Night,1.4166666666666667,Young Adult,52.416666666666664
36356,2024-02-23 21:00:00,2024-02-23 19:00:00,24-02-2024 11:29,Pune,549,CYBERCRIME,60,M,Other,Other Crime,13,Yes,2024-03-29 21:00:00,2024,2,February,23,Friday,11,Morning,0.08333333333333333,Senior,35.083333333333336
36357,2024-02-26 18:00:00,2024-02-23 20:00:00,24-02-2024 15:52,Lucknow,443,VEHICLE - STOLEN,46,F,Blunt Object,Violent Crime,18,No,,2024,2,February,23,Friday,15,Afternoon,2.9166666666666665,Adult,
36358,2024-02-24 14:00:00,2024-02-23 21:00:00,23-02-2024 23:20,Pune,444,COUNTERFEITING,71,F,Poison,Other Crime,5,Yes,2024-03-26 14:00:00,2024,2,February,23,Friday,23,Night,0.7083333333333334,Senior,31.708333333333332
36359,2024-02-24 10:00:00,2024-02-23 22:00:00,24-02-2024 01:37,Rajkot,364,SEXUAL ASSAULT,30,M,Blunt Object,Violent Crime,17,Yes,2025-05-30 10:00:00,2024,2,February,23,Friday,1,Night,0.5,Young Adult,461.5
36360,2024-02-24 21:00:00,2024-02-23 23:00:00,24-02-2024 03:00,Kolkata,599,TRAFFIC VIOLATION,32,F,Firearm,Traffic Fatality,10,Yes,2024-02-28 21:00:00,2024,2,February,23,Friday,3,Night,0.9166666666666666,Adult,4.916666666666667
36361,2024-02-24 03:00:00,2024-02-24 00:00:00,24-02-2024 13:03,Pune,114,SEXUAL ASSAULT,25,F,Firearm,Violent Crime,1,No,,2024,2,February,24,Saturday,13,Afternoon,0.125,Young Adult,
36362,2024-02-25 20:00:00,2024-02-24 01:00:00,24-02-2024 15:03,Bangalore,554,EXTORTION,42,M,Explosives,Other Crime,14,Yes,2024-05-21 20:00:00,2024,2,February,24,Saturday,15,Afternoon,1.7916666666666667,Adult,87.79166666666667
36363,2024-02-26 06:00:00,2024-02-24 02:00:00,25-02-2024 00:57,Jaipur,527,TRAFFIC VIOLATION,64,M,Other,Traffic Fatality,7,Yes,2024-02-29 06:00:00,2024,2,February,24,Saturday,0,Night,2.1666666666666665,Senior,5.166666666666667
36364,2024-02-26 04:00:00,2024-02-24 03:00:00,25-02-2024 01:39,Thane,537,ASSAULT,26,F,Unknown,Violent Crime,2,Yes,2024-04-14 04:00:00,2024,2,February,24,Saturday,1,Night,2.0416666666666665,Young Adult,50.041666666666664
36365,2024-02-24 21:00:00,2024-02-24 04:00:00,24-02-2024 07:42,Kolkata,159,ASSAULT,20,M,Other,Violent Crime,10,No,,2024,2,February,24,Saturday,7,Morning,0.7083333333333334,Young Adult,
36366,2024-02-26 21:00:00,2024-02-24 05:00:00,24-02-2024 16:12,Ahmedabad,277,VEHICLE - STOLEN,10,F,Other,Violent Crime,1,No,,2024,2,February,24,Saturday,16,Afternoon,2.6666666666666665,Minor,
36367,2024-02-26 03:00:00,2024-02-24 06:00:00,24-02-2024 06:25,Kolkata,223,BURGLARY,37,F,Poison,Other Crime,1,No,,2024,2,February,24,Saturday,6,Morning,1.875,Adult,
36368,2024-02-25 19:00:00,2024-02-24 07:00:00,24-02-2024 15:26,Hyderabad,524,FIREARM OFFENSE,67,F,Firearm,Fire Accident,10,No,,2024,2,February,24,Saturday,15,Afternoon,1.5,Senior,
36369,2024-02-25 16:00:00,2024-02-24 08:00:00,25-02-2024 06:09,Chennai,450,HOMICIDE,39,F,Firearm,Other Crime,2,Yes,2026-02-18 16:00:00,2024,2,February,24,Saturday,6,Morning,1.3333333333333333,Adult,725.3333333333334
36370,2024-02-24 23:00:00,2024-02-24 09:00:00,25-02-2024 06:37,Indore,347,ILLEGAL POSSESSION,42,F,Explosives,Other Crime,12,Yes,2024-05-16 23:00:00,2024,2,February,24,Saturday,6,Morning,0.5833333333333334,Adult,82.58333333333333
36371,2024-02-24 16:00:00,2024-02-24 10:00:00,24-02-2024 20:53,Delhi,165,BURGLARY,40,M,Other,Other Crime,3,Yes,2024-06-11 16:00:00,2024,2,February,24,Saturday,20,Evening,0.25,Adult,108.25
36372,2024-02-26 22:00:00,2024-02-24 11:00:00,25-02-2024 10:55,Bangalore,390,VEHICLE - STOLEN,44,F,Firearm,Violent Crime,16,No,,2024,2,February,24,Saturday,10,Morning,2.4583333333333335,Adult,
36373,2024-02-26 11:00:00,2024-02-24 12:00:00,25-02-2024 00:57,Jaipur,496,BURGLARY,69,F,Blunt Object,Other Crime,2,No,,2024,2,February,24,Saturday,0,Night,1.9583333333333333,Senior,
36374,2024-02-25 17:00:00,2024-02-24 13:00:00,24-02-2024 15:25,Chennai,195,FRAUD,12,F,Other,Other Crime,2,Yes,2024-05-09 17:00:00,2024,2,February,24,Saturday,15,Afternoon,1.1666666666666667,Minor,75.16666666666667
36375,2024-02-26 17:00:00,2024-02-24 14:00:00,25-02-2024 12:26,Mumbai,327,BURGLARY,55,F,Knife,Other Crime,11,No,,2024,2,February,24,Saturday,12,Afternoon,2.125,Senior,
36376,2024-02-24 18:00:00,2024-02-24 15:00:00,24-02-2024 18:52,Bangalore,562,ILLEGAL POSSESSION,24,F,Unknown,Other Crime,12,No,,2024,2,February,24,Saturday,18,Evening,0.125,Young Adult,
36377,2024-02-27 01:00:00,2024-02-24 16:00:00,25-02-2024 01:02,Agra,586,VEHICLE - STOLEN,24,F,Other,Violent Crime,8,Yes,2024-03-22 01:00:00,2024,2,February,24,Saturday,1,Night,2.375,Young Adult,26.375
36378,2024-02-25 23:00:00,2024-02-24 17:00:00,25-02-2024 10:44,Ahmedabad,254,IDENTITY THEFT,78,F,Unknown,Violent Crime,2,Yes,2024-03-27 23:00:00,2024,2,February,24,Saturday,10,Morning,1.25,Senior,32.25
36379,2024-02-25 16:00:00,2024-02-24 18:00:00,25-02-2024 10:16,Mumbai,454,ROBBERY,47,F,Blunt Object,Violent Crime,19,No,,2024,2,February,24,Saturday,10,Morning,0.9166666666666666,Adult,
36380,2024-02-26 14:00:00,2024-02-24 19:00:00,25-02-2024 11:51,Delhi,336,ROBBERY,56,M,Blunt Object,Violent Crime,17,No,,2024,2,February,24,Saturday,11,Morning,1.7916666666666667,Senior,
36381,2024-02-26 11:00:00,2024-02-24 20:00:00,25-02-2024 03:35,Pune,206,IDENTITY THEFT,66,F,Other,Violent Crime,8,Yes,2024-03-11 11:00:00,2024,2,February,24,Saturday,3,Night,1.625,Senior,15.625
36382,2024-02-25 04:00:00,2024-02-24 21:00:00,25-02-2024 05:14,Mumbai,262,DRUG OFFENSE,32,F,Firearm,Other Crime,1,No,,2024,2,February,24,Saturday,5,Night,0.2916666666666667,Adult,
36383,2024-02-25 14:00:00,2024-02-24 22:00:00,25-02-2024 03:20,Kanpur,200,PUBLIC INTOXICATION,24,F,Poison,Other Crime,9,Yes,2024-03-25 14:00:00,2024,2,February,24,Saturday,3,Night,0.6666666666666666,Young Adult,29.666666666666668
36384,2024-02-26 21:00:00,2024-02-24 23:00:00,25-02-2024 19:25,Jaipur,470,CYBERCRIME,15,F,Knife,Other Crime,19,No,,2024,2,February,24,Saturday,19,Evening,1.9166666666666667,Minor,
36385,2024-02-26 02:00:00,2024-02-25 00:00:00,25-02-2024 20:57,Lucknow,425,DOMESTIC VIOLENCE,75,M,Explosives,Violent Crime,11,No,,2024,2,February,25,Sunday,20,Evening,1.0833333333333333,Senior,
36386,2024-02-25 14:00:00,2024-02-25 01:00:00,25-02-2024 07:54,Agra,536,ILLEGAL POSSESSION,57,F,Explosives,Other Crime,13,Yes,2024-03-10 14:00:00,2024,2,February,25,Sunday,7,Morning,0.5416666666666666,Senior,14.541666666666666
36387,2024-02-25 03:00:00,2024-02-25 02:00:00,26-02-2024 00:49,Kolkata,544,DOMESTIC VIOLENCE,20,F,Poison,Violent Crime,6,Yes,2024-05-21 03:00:00,2024,2,February,25,Sunday,0,Night,0.041666666666666664,Young Adult,86.04166666666667
36388,2024-02-26 01:00:00,2024-02-25 03:00:00,26-02-2024 02:14,Agra,274,CYBERCRIME,10,F,Poison,Other Crime,9,Yes,2024-05-16 01:00:00,2024,2,February,25,Sunday,2,Night,0.9166666666666666,Minor,80.91666666666667
36389,2024-02-27 16:00:00,2024-02-25 04:00:00,25-02-2024 18:57,Delhi,250,ARSON,75,M,Poison,Fire Accident,9,Yes,2024-05-22 16:00:00,2024,2,February,25,Sunday,18,Evening,2.5,Senior,87.5
36390,2024-02-27 16:00:00,2024-02-25 05:00:00,26-02-2024 00:39,Delhi,466,FIREARM OFFENSE,13,F,Poison,Fire Accident,12,No,,2024,2,February,25,Sunday,0,Night,2.4583333333333335,Minor,
36391,2024-02-27 21:00:00,2024-02-25 06:00:00,26-02-2024 03:05,Indore,330,EXTORTION,78,F,Other,Other Crime,17,No,,2024,2,February,25,Sunday,3,Night,2.625,Senior,
36392,2024-02-27 08:00:00,2024-02-25 07:00:00,25-02-2024 11:30,Pune,369,ARSON,18,F,Knife,Fire Accident,5,Yes,2024-03-30 08:00:00,2024,2,February,25,Sunday,11,Morning,2.0416666666666665,Young Adult,34.041666666666664
36393,2024-02-26 09:00:00,2024-02-25 08:00:00,25-02-2024 14:59,Bhopal,541,EXTORTION,79,F,Unknown,Other Crime,3,No,,2024,2,February,25,Sunday,14,Afternoon,1.0416666666666667,Senior,
36394,2024-02-27 11:00:00,2024-02-25 09:00:00,26-02-2024 00:57,Jaipur,191,EXTORTION,72,F,Knife,Other Crime,1,Yes,2024-04-15 11:00:00,2024,2,February,25,Sunday,0,Night,2.0833333333333335,Senior,50.083333333333336
36395,2024-02-25 15:00:00,2024-02-25 10:00:00,25-02-2024 12:03,Mumbai,262,SEXUAL ASSAULT,36,M,Explosives,Violent Crime,11,No,,2024,2,February,25,Sunday,12,Afternoon,0.20833333333333334,Adult,
36396,2024-02-28 10:00:00,2024-02-25 11:00:00,25-02-2024 11:43,Hyderabad,291,EXTORTION,64,F,Blunt Object,Other Crime,19,Yes,2024-05-01 10:00:00,2024,2,February,25,Sunday,11,Morning,2.9583333333333335,Senior,65.95833333333333
36397,2024-02-26 08:00:00,2024-02-25 12:00:00,25-02-2024 15:01,Surat,567,ROBBERY,37,F,Explosives,Violent Crime,19,No,,2024,2,February,25,Sunday,15,Afternoon,0.8333333333333334,Adult,
36398,2024-02-26 01:00:00,2024-02-25 13:00:00,25-02-2024 18:25,Mumbai,526,SEXUAL ASSAULT,50,F,Blunt Object,Violent Crime,18,No,,2024,2,February,25,Sunday,18,Evening,0.5,Adult,
36399,2024-02-27 22:00:00,2024-02-25 14:00:00,25-02-2024 16:25,Kolkata,307,HOMICIDE,36,M,Knife,Other Crime,11,No,,2024,2,February,25,Sunday,16,Afternoon,2.3333333333333335,Adult,
36400,2024-02-26 22:00:00,2024-02-25 15:00:00,25-02-2024 16:35,Patna,267,DOMESTIC VIOLENCE,33,M,Knife,Violent Crime,8,No,,2024,2,February,25,Sunday,16,Afternoon,1.2916666666666667,Adult,
36401,2024-02-26 13:00:00,2024-02-25 16:00:00,26-02-2024 12:57,Surat,196,EXTORTION,76,F,Other,Other Crime,15,Yes,2024-05-23 13:00:00,2024,2,February,25,Sunday,12,Afternoon,0.875,Senior,87.875
36402,2024-02-27 16:00:00,2024-02-25 17:00:00,26-02-2024 02:42,Chennai,106,ILLEGAL POSSESSION,60,F,Blunt Object,Other Crime,17,No,,2024,2,February,25,Sunday,2,Night,1.9583333333333333,Senior,
36403,2024-02-27 20:00:00,2024-02-25 18:00:00,26-02-2024 06:36,Jaipur,480,DRUG OFFENSE,64,F,Blunt Object,Other Crime,5,Yes,2024-04-14 20:00:00,2024,2,February,25,Sunday,6,Morning,2.0833333333333335,Senior,49.083333333333336
36404,2024-02-28 16:00:00,2024-02-25 19:00:00,26-02-2024 03:24,Delhi,548,SEXUAL ASSAULT,51,F,Poison,Violent Crime,2,No,,2024,2,February,25,Sunday,3,Night,2.875,Senior,
36405,2024-02-26 23:00:00,2024-02-25 20:00:00,26-02-2024 02:46,Indore,365,IDENTITY THEFT,43,F,Blunt Object,Violent Crime,18,No,,2024,2,February,25,Sunday,2,Night,1.125,Adult,
36406,2024-02-27 02:00:00,2024-02-25 21:00:00,26-02-2024 09:34,Pune,218,ROBBERY,71,M,Blunt Object,Violent Crime,12,No,,2024,2,February,25,Sunday,9,Morning,1.2083333333333333,Senior,
36407,2024-02-28 21:00:00,2024-02-25 22:00:00,26-02-2024 21:12,Bangalore,435,VANDALISM,58,M,Explosives,Other Crime,7,Yes,2024-03-31 21:00:00,2024,2,February,25,Sunday,21,Night,2.9583333333333335,Senior,34.958333333333336
36408,2024-02-27 12:00:00,2024-02-25 23:00:00,26-02-2024 14:33,Hyderabad,443,DOMESTIC VIOLENCE,59,F,Firearm,Violent Crime,15,No,,2024,2,February,25,Sunday,14,Afternoon,1.5416666666666667,Senior,
36409,2024-02-26 16:00:00,2024-02-26 00:00:00,26-02-2024 16:44,Surat,313,HOMICIDE,54,F,Other,Other Crime,1,Yes,2025-09-30 16:00:00,2024,2,February,26,Monday,16,Afternoon,0.6666666666666666,Senior,582.6666666666666
36410,2024-02-27 11:00:00,2024-02-26 01:00:00,26-02-2024 19:58,Mumbai,461,ARSON,38,F,Unknown,Fire Accident,8,Yes,2024-05-08 11:00:00,2024,2,February,26,Monday,19,Evening,1.4166666666666667,Adult,72.41666666666667
36411,2024-02-28 06:00:00,2024-02-26 02:00:00,26-02-2024 22:16,Delhi,136,FRAUD,37,F,Knife,Other Crime,5,No,,2024,2,February,26,Monday,22,Night,2.1666666666666665,Adult,
36412,2024-02-26 10:00:00,2024-02-26 03:00:00,26-02-2024 06:41,Pune,233,SHOPLIFTING,16,F,Other,Other Crime,4,No,,2024,2,February,26,Monday,6,Morning,0.2916666666666667,Minor,
36413,2024-02-28 21:00:00,2024-02-26 04:00:00,27-02-2024 02:56,Delhi,165,ROBBERY,12,M,Explosives,Violent Crime,14,Yes,2024-05-26 21:00:00,2024,2,February,26,Monday,2,Night,2.7083333333333335,Minor,90.70833333333333
36414,2024-02-26 13:00:00,2024-02-26 05:00:00,26-02-2024 23:45,Bangalore,110,ILLEGAL POSSESSION,61,F,Other,Other Crime,19,Yes,2024-05-18 13:00:00,2024,2,February,26,Monday,23,Night,0.3333333333333333,Senior,82.33333333333333
36415,2024-02-26 22:00:00,2024-02-26 06:00:00,27-02-2024 02:36,Chennai,363,ROBBERY,24,M,Blunt Object,Violent Crime,17,No,,2024,2,February,26,Monday,2,Night,0.6666666666666666,Young Adult,
36416,2024-02-27 16:00:00,2024-02-26 07:00:00,26-02-2024 15:59,Delhi,595,TRAFFIC VIOLATION,77,M,Firearm,Traffic Fatality,13,Yes,2024-03-07 16:00:00,2024,2,February,26,Monday,15,Afternoon,1.375,Senior,10.375
36417,2024-02-26 17:00:00,2024-02-26 08:00:00,27-02-2024 07:42,Pune,302,ARSON,13,M,Firearm,Fire Accident,14,No,,2024,2,February,26,Monday,7,Morning,0.375,Minor,
36418,2024-02-29 03:00:00,2024-02-26 09:00:00,26-02-2024 20:45,Lucknow,474,SEXUAL ASSAULT,13,M,Other,Violent Crime,12,No,,2024,2,February,26,Monday,20,Evening,2.75,Minor,
36419,2024-02-27 12:00:00,2024-02-26 10:00:00,26-02-2024 16:56,Ludhiana,319,FRAUD,71,F,Poison,Other Crime,15,Yes,2024-05-24 12:00:00,2024,2,February,26,Monday,16,Afternoon,1.0833333333333333,Senior,88.08333333333333
36420,2024-02-27 19:00:00,2024-02-26 11:00:00,27-02-2024 00:58,Bhopal,379,HOMICIDE,39,F,Unknown,Other Crime,2,Yes,2024-09-09 19:00:00,2024,2,February,26,Monday,0,Night,1.3333333333333333,Adult,196.33333333333334
36421,2024-02-26 13:00:00,2024-02-26 12:00:00,27-02-2024 00:18,Chennai,301,FIREARM OFFENSE,45,F,Other,Fire Accident,18,No,,2024,2,February,26,Monday,0,Night,0.041666666666666664,Adult,
